,reviews,ratings,dine_in_time
2151,A little pricey but food was great!,5," November 5, 2013"
2152,"I've been to the Fogo in Dallas and Brazil and this one in Boston is every bit as good. We were a party of 3 blind people, 2 with Guide Dogs and without sighted companions. The staff knew how to address people who are blind and were extremely attentive to our needs as they were to all patrons. Food was great. Not a place for vegetarians, although they have a spectacular salad bar. Pricey but worth every penny. $85 (including tip) for fixed price meal plus soft drinks and dessert. Makes Midwest Grill in Cambridge look like McDonalds.",5," November 2, 2013"
2153,"I'm vegan, and the others in our group are very carnivorous! With the excellent, fresh and clean salad bar, we all eat well and happy!<br/>The service is terrific because the servers are a team, meaning any one of them can help you with your requests.<br/>We love this place!",5," November 1, 2013"
2154,"Fairly expensive, so just for a special occasion. When you want to splurge. Nice waiters and waitresses.",4," November 1, 2013"
2155,this is our third visit and we continue to enjoy. Salad bar is outstanding and meats are well prepared......sometimes overly spiced but excellent quality,4," November 1, 2013"
2156,"Manage your green/red coaster wisely. After the salad bar, when you switch to the entree plate, the moment you turn your coaster to green, the gauchos are on you at before the coaster hits the table. I suggest you flip the coaster immediately after the first gaucho leaves so you can enjoy the meat that just been delivered, otherwise more gauchos come - one after another, and you lose track of what you have on your plate and don't really get a chance to savor it.<br/><br/>This is a rookie mistake, and by no means a fault of the restaurant or its staff.",4," November 1, 2013"
2157,"we went there to celebrate my sister's birthday, it was a great time for all of us where we felt like plump up pig...we ate so much. we all agreed the picanha, beef ancho, and fraldinha are the best cuts of meet there. the white rice was too dry but the cheese bread is addicting!<br/><br/>the service is outstanding and friendly! will definitely come back again.",5," October 30, 2013"
2158,"The salad bar is very good with too many selections. I would go easy on it or you will nothve room fr theentres which keep on coming, one more interestin than the last. Very good food",4," October 26, 2013"
2159,"outstanding service and food, very attentive staff",5," October 26, 2013"
2160,"Really good food- impressive salad bar, tons of meat options. Casual atmosphere and loud. Great service. A meal for 4 with their cheapest bottle of wine ($60) came to $280 so expect to pay up!",4," October 25, 2013"
2161,"We recently went to Fogo de Chao for my husband's birthday. The staff was very attentive and knowledgeable about the various cuts of meat, sides, and entrees. My personal favorites was the rare cut of the Filet Mignon; it was absolutely ""melt-in-your-mouth"", To top our evening off a beautifully decorated slice of cake was delivered to us in honor of his birthday. Overall, this restaurant does not disappoint and is a wonderful restaurant with good value for its cost.",4," October 25, 2013"
2162,"Yet to be disappointed by Fogo de Chao. Have now been to 3 different branches with different ambiance at each. Chicago has the grilling slabs of beef on entry. Philadelphia has the old time dignified banker's club quiet elegance, while Boston is more modern but cavernous.<br/>Food is equally good at all three and their wines include some superb Malbecs including a reasonably priced own label.",5," October 20, 2013"
2163,"This was our first experience with the chain and third for Brazilian churrascaria. The waitstaff was superb- very attentive, knowledgeable and polite- like service you would receive at a very high end restaurant. Unexpected since we were basically at a buffet. The salad bar is definitely worth boating about and the gauchos were never heard to come by. We suggest letting them know is you are waiting for a specific choice of meat so they don't all stop by your table. Some of the cuts were a bit overcooked for our liking but there was plenty of meat and gauchos would make many rounds for you to replenish your plate. Everyone goes for the filet, our favorite was the seasoned top round and lambo. Definitely a must try for meat lovers!",4," October 20, 2013"
2164,"if you're into meats, then this is the restaurant is one of the best to go to! different choices of meats in great portion. Gourmet salad bar has fresh goodness that compliment the meat selection. Don't get full off the cheesy bread - it's delicious and can be a meal on it's own!",4," October 18, 2013"
2165,"Before going to Fogo de Chao, I had been to Brazilian steak houses in Brazil, and they do a good job emulating the concept, which is offering various cuts of sizzling delicious meat fresh off the roasting spit. After a large and diverse salad bar, you are offered fully 16 cuts of meat, pork and chicken at the table, cut from skewers before your eyes. The shame of it is that one can only eat so much and there is SO much that could be eaten if you had, let's say three stomachs! This place is great for families, special occasions (office parities etc...). Not the most elegant scene, and a very large venue with a lot of humanity. But for that unique dining experience, I will definitely come back.",4," October 18, 2013"
2166,Nice environment with friendly staff. Meat was prepared well and the servers were quick to arrive at your table.,5," October 18, 2013"
2167,"The food was so yummy and there's tons of it!! Go hungry, for sure. It's fun because it's different. It's worth the price because it's really good food and service. Loved it!",5," October 18, 2013"
2168,"This was my 3rd time at Fogo de Chao, but my 1st time to the one in Boston. Went here for my birthday dinner with family and friends. It exceeded my already high expectations. Absolutely fantastic food, very friendly and attentive staff, and great atmosphere. The room we sat in was too cold at first and the waiter had the heat turned up for us immediately. And I can't say it enough -- FANTASTIC food and wine. I took my boyfriend to the one in DC for his birthday dinner and he raved about it afterward. I recommend this place for special occasions 100%.",5," October 18, 2013"
2169,"Terrific, tasty foods, from meats to salads and seafoods, South American style. Staff friendly and efficient, saw that we got the skewers we wanted brought to the table, all tasty! Thanks for a great experience!",5," October 18, 2013"
2170,"We had reservations for 7:30. Due to bad planing on my part we got there past eight. The girl at the front desk, welcomed us with a smile and said ""no problem right this way"". She gave us a choice of where to sit. The salad bar was amazing! So many choices. The rice beans were very well prepared. You have a choice of just salad bar or the whole shbang!. Which is salad bar and the meats.My husband is a butcher and he loved it. Delicious food very well prepared. Very authentic Brazilian food. I'm not sure what the mashed potatoes are doing on the table.......not a Brazilian thing at all with this kind of meal. You will get your money's worth at this place. There something for everyone in your group. The fish dishes were tasty as well!",5," October 13, 2013"
2171,Can't go wrong with this place if you need to get an overload of uric acid: great meats and friendly service and don't forget your caipirinhas!,4," October 12, 2013"
2172,The food and service at this Brazilian steakhouse were both outstanding. The salad bar was really fabulous with very fresh items galore. They must change it out quite often.<br/><br/>The meat was terrific and the gauchos who bring it to your table are friendly and professional.<br/><br/>While not my choice for everyday dining (too much meat) Fogo de Chao is really fun for a special occasion.,5," October 10, 2013"
2173,"Beautiful restaurant with tablecloth service. Salad bar is stunning with many high end options, including smoked salmon. You need to ""pace"" the meat service (flip coaster to red!) so that it doesn't feel like a barrage of activity and then it is over quickly because everyone is too full. Hard to have conversation with the gauchos always arriving.",3," October 10, 2013"
2174,"Excellent service, great food with a notable selection, fun experience; Best flan I've ever tasted!",5," October 3, 2013"
2175,"Very impressed with both the food and the level of service that all the waiters displayed. Food was extremely prompt once we had flipped our cards to green, especially considering how full the restaurant was.",5," September 21, 2013"
2176,"Potato rolls and no sauces to upset gluten intolerances with AMAZING variety of unlimited proteins. Didn't visit the extensive salad bar to save room for the meat but the high quality, high flavor entrees were outstanding. The team service kept my water glass full and my plate exciting.",5," September 21, 2013"
2177,"I've been several times before in other cities. The meat in Boston and overall experience wasn't special. Wait staff arguing and yelling with each other in Portuguese was particularly off putting. Would go back in Chicago or Las Vegas, not Boston.",3," September 20, 2013"
2178,Costs $50 per person for all you can eat buffet (which is excellent) and top of the line meats. Worth every penny and will be my go to spot for special occasions.,5," September 19, 2013"
2179,#rd time there. Definitely good for groups and you'll never leave hungry. They have a great selection of Capairinhas ad wines as well. Only problem is you're so stuffed you never have room for dessert:(,5," September 19, 2013"
2180,The overall evening was excellent from the time we walked in until we left. Could no have been more attentive. Food was outrageous.,5," September 16, 2013"
2181,"The waitress was horrible, she was not attentive and we had to ask the Bus-Boy for our drinks.<br/>The food was good and no complaints, but the waitress we had was never around. She looked like she didn't want to be there.",3," September 14, 2013"
2182,Just Love this place! The salad bar is amazing! But don't forget to start with the cheese popovers! Absolutely delish! Then the meats start rolling around...OMG! Be sure to come hungry! Very attentive and warm staff. Desserts are nothing to write home about...don't waste the stomach space! WOW...just love the whole experience...only down side is it gets loud as the evening goes on.,5," September 13, 2013"
2183,"The food, the gauchos, and the ambiance are of the highest quality. Their food is always fresh. The staff is extremely friendly and accommodating. We go as often as humanly possible.<br/><br/>Pros<br/>-delicious and gourmet vegetable buffet<br/>-perfectly cooked and seasoned 16 cuts of meat<br/>-warm and inviting atmosphere<br/>-very helpful and personable staff<br/>-amazing wine list and wine cellar<br/><br/>Cons<br/>-running out of stomach space",5," September 10, 2013"
2184,"Fogo de Chao has great food for a fixed price of $49 dollars for dinner. Is all you can eat, so if you decide to try go hungry. They have a great salad bar with a variety of salad, veggies, cheeses which it also includes hot items as rice, black beans, roasted potatoes and fish. The drinks were great as well. We got a complementary dessert for our anniversary dinner. The service was very attentive and polity.",4," September 7, 2013"
2185,"This is a wonderful place for tasting a variety of different meats served by the Gauchos at your table. The salad bar is filled with tempting and tasteful delights, and the challenge is to save space for the meat course. The dessert options are limited, but this assumes you still have the capacity for more food. The wait staff is first rate and are very observant of you wishes. A great and filling eveing.",4," September 6, 2013"
2186,"the concept is a good one and you will never go hungry. Whoever you have to eat a lot, almost to the point of being uncomfortable to feel you get your moneys worth.<br/><br/>worth it every now and then but to go on a continuing basis , ? ?",3," August 31, 2013"
2187,The food and the service were great.,5," August 31, 2013"
2188,Had an overall great experience from the moment we walked into the restaurant.,5," August 30, 2013"
2189,This all you can eat Brazilian Steak house is a great find. The cuts of meat are top choice and cooked any way you would like them. The salad bar alone is a meal in itself. Make sure you go there hungry cause for the price you want to be able to try everything they have to offer. This place is for the true meat eater. The staff and service is a 10 plus.,5," August 30, 2013"
2190,"Sooo much food! Great atmosphere and very friendly staff. This is a very fast-paced scene, so you've got to be ready and on your toes. Love it! Would definitely recommend to a friend, group and company outing. Will be back!",4," August 29, 2013"
2191,This restaurant was so much more than I expected! We went there as a family of 5 . We will be returning for future visits. This restaurant is a must!,5," August 29, 2013"
2192,If you are a meat lover this place is for you!!,3," August 29, 2013"
2193,"The variety of meats was very good, and was always offered promptly, alongside cheese bread puffs, fried bananas, polenta, and mashed potatoes. The salad bar was quite sufficient in its offerings, which also included cheeses, smoked salmon, salami, prosciutto, and a hot fish dish. Quality was very good. The only drawback was that we all felt a sense of urgency to hasten our pace as servers rushed about the dining room with skewered meats and knives in hand.",4," August 27, 2013"
2194,"My friends and I came for restaurant week. We were all impressed with the service and food, lots and lots of food. The only thing lacking was music. It's a great place to go for a special occasion, but make sure you go hungry!!",4," August 27, 2013"
2195,"Love, Love, Love !!!!!! The service was great the people are friendly and treat you like family. The meat selection was great.",5," August 27, 2013"
2196,"Last night our party chose the Regular menu versus Restaurant week. Not sure why they even offered the regular menu because it was impossible to be served anything but the Restaurant week menu. When requesting the lamb chops and tenderloin, the servers just disappeared and never returned. This happened at least 6-7 times. The staff was annoyed we asked for items on the Reg menu (which we paid for). Leaving, we were confronted by panhandlers looking for donations. We politely declined and they chose to call us names and threaten us. The Valet watched. This was right at the bottom of the stairs still under the awning of the restaurant. It was an awful way to end the night.",2," August 27, 2013"
2197,Service was the best thing at this restaurant.,5," August 26, 2013"
2198,Great salad bar. Excellent service.,4," August 25, 2013"
2199,The food is just plain GREAT!!! Will be back again and again.,5," August 23, 2013"
2200,"My experiences with ""all you can eat"" places hasn't been that great - usually the food is lackluster and not exactly fresh. Fogo de Chao was an exception. The restaurant was spotless, the service was prompt, and the food - my god, the food. The salad bar is massive and stocked with things I didn't know existed, and it took all my self-control to not eat three plates of salad.<br/><br/>But nobody goes to a Brazilian steakhouse for the salad, so let's get to the meat. It's perfectly cooked (and you can still specify how you want it cooked). The seasoning complements the meat's flavor instead of overpowering it. It's pricey, but come hungry and you'll get what you paid for.<br/><br/>An added bonus: The delicious cheesy bread on the table? It's gluten free.",5," August 23, 2013"
2201,"Great food and great service to match. I think the regular price tag of $48 is a little over priced, but $40 would be perfect. I definitely will go back. If the price was more reasonable I would go back more frequently. Did I mention that the food was great?",5," August 22, 2013"
2202,"We went for restaurant week and it was AMAZING!!! Food cooked perfectly, so many options, service was tremendous and the drinks over flowing! I ate so much I couldn't eat breakfast the next day from being so full!!!<br/>There were alot of big parties and just couples all having a great time. It really does hit the whole spectrum.. One of my best dining experiences so far this year!!!",5," August 22, 2013"
2203,"I Dined during restaurant week and upon being seated , I was told that there were be a couple of meats excluded from the service Beef Ribs, Lamb chops and Filets, I was a bit disappointed that the only thing consistenly coming around was chicken, crusted pork, sausages, and only 3 cuts of beef over and over again, I did not get any , Prime rib,Top round, Garlic beef etc....Although there was plenty of food and the service was supurb I was just a little dissapointed that your participation in ""restaurnt Week"" was not what I expected. I have been to your restauant 3 times prior for Anniversaries birthdays, special occasions etc...I had always had a great experience just not as much this last time",3," August 22, 2013"
2204,So much food! From salad to steak to the yummy fried polenta you must come in with an empty stomach and an open mouth!,5," August 21, 2013"
2205,Went here for restuarant week- it's a must try! Will not leave hungry. They offered 10 out of the 17 choices from the main menu. Everything was very good- just wished I went lighter on the salad bar for more room on the meats. The salad bar had lots of delicious choices along with dry aged cheese- very good. The brazilian house cocktail worth a try unless you don't like sweet drinks try the brazilian beer instead.,4," August 21, 2013"
2206,Amazing meats! The meat was so flavorful and tender you almost didn't need a knife! Servers were very attentive and energetic.,5," August 21, 2013"
2207,My friends and I picked the perfect place to celebrate my friend's birthday. The food was amazing and excellent service!,5," August 20, 2013"
2208,"I had never been to this style of steak house before, in retrospect, I should have realized that it was a large corporate entity. The uniforms, the rehearsed 'schtick', the enormous staff. The atmosphere was very energetic but in an almost distracting way. Waiters, meat carvers, back waters, food runners... . prepare to be approached by staff every few minutes. The bar area was extremely loud, slate floors and walls make for poor acoustics. No bev naps under our wine glasses and bar staff was too busy to close our bar tab so I assumed it was transferred to our dinner tab. The food itself, was good.<br/><br/>An interesting experience if you've never been to this style of restaurant but not one I would repeat.",2," August 20, 2013"
2209,"After being strongly recommended by my sister, My boyfriend and I were excited to discover that Fogo de Chao was participating in Restaurant week. Our dining experience exceeded our expectations. The service was very friendly without being too overbearing and it was obvious the waiters were trained well. The whole restaurant was clean which is hard to be given their concept of dining. Most importantly, the steak was incredible--perfectly cooked and seasoned. I loved how no matter which meat was served, you could always get a piece cut off for you that was well-done, medium-well, medium, rare, etc. We will definitely be coming back!",5," August 18, 2013"
2210,"I really wanted to like this place. I heard soooo many good things about it. The meat weren't as hot and fresh when it got to our table. It was a hit or miss... When it was fresh hot, it was pretty good. Other than that ehh. I left the place feeling okay and not buffet full if you know what I mean... haha but anyways the food really got boring after a while it was the same thing over and over. I personally think it is a very small selection. I went during dinner time. Fresh though. Maybe Brazilian food is just not for me. It just tasted like salt. Things were a bit salty in my opinion. The atmosphere is good and so was the service. I definitely wouldn't come back here for the price.",2," August 18, 2013"
2211,I enjoyed the night at this establishment. The food was prepared very well. The atmosphere was very nice as well as all the staff.<br/>The meats were cooked very well and will melt in your mouth!,5," August 16, 2013"
2212,"As long as you have the green side of the card up, the waiters will keep bringing all sorts of steaks, chops, and the like to you, so this is really a meat lover's paradise. Although it would be very easy to overdo on the quantity, that is not a foregone conclusion, and my family and I really enjoyed lots of variety of meat and ended the evening feeling full but not stuffed to the gills. All the wait staff were attentive and solicitous, and my family (who do not speak much English and no Portugese) felt at ease throughout the evening.",5," August 16, 2013"
2213,"This is and expensive all you can eat with fair food quality, not a dining experience. Be a good place for the ""guys or gals"" nite out, sitting around drinking and eating and drinking and eating some more. Fine dining iit is not. At $45 per person for food only, expensice too. Tried, sounded good, never again. If you want to eat 40# of beef and such for $45 this is for you.",2," August 10, 2013"
2214,"Probably some of the best food I've ever had. Everything including even the salad bar was awesome! Great atmosphere, wait staff was supurb, and obviously the steak was some if not the best I've ever had.",5," August 7, 2013"
2215,"This place offers all you can est meat and salad. The food and service are excellent. If you love meat, you'll like this place.",5," August 4, 2013"
2216,"They didn't get the OpenTable reservation? Enjoyed it, but experience was sort of a higher end, all you can eat buffet.",3," August 4, 2013"
2217,"I took my boyfriend to celebrate his birthday at Fogo de Chao. While making a reservation for the event, I put a little note, saying it's a birthday. Then I forgot about the note, because we all were excited about getting together and celebrating and about the great food, lots of choices of food and drinks. So after we finished all the tasty meats and the salads that the bar offers and could barely move, our waiter showed up with a cake!! It was unforgettable! Even I was surprised! I mean I know I need a pill for my memory, but they remembered and it was such a nice gesture! We have so many wonderful memories with this place, that tonight, while looking for a dinner spot, there was not even a doubt that it's going to be Fogo De Chao.",5," August 3, 2013"
2218,"Very nice experience with good food and good service. Have been to others in this chain. Boston location is less energetic and more easy going than other locations, but larger site and still the same great food and experience.",4," August 3, 2013"
2219,"Went here for a birthday dinner, and Fogo did not disappoint. Their servers were friendly and attentive, and the food was delicious. I will definitely come back again!",5," August 2, 2013"
2220,"While this churrascaria might be pricey, it's the closest thing you can get to good Brazilian churrascaria. Of course nothing beats the original establishments in Sao Paulo, but will pass. They are missing: Brazilian beer, chicken hearts, farofa, salgadinhas, etc. Loved the picanha and contra filet, but there's only so much meat a girl can eat. This is a good place for carnivores.",4," August 2, 2013"
2221,Can easily over-eat but the food was of great quality. Definitely worth a try if you've never been to a Brazilian Steak House before. The experience is part of the meal. Even the employees showed passion about working there. Definitely go the Flan route for dessert.,4," August 2, 2013"
2222,"If you love meat, this is your place. It is fun, upbeat and great for getting people together. You hav ego ask for the special meats like lamb chops and ribs but service and food is good. The only criticism is the sides come with the meal and they were bananas and mashed potatoes. I was craving something green although they have a substantial salad bar",3," August 2, 2013"
2223,The meat was well seasoned and well prepared. The servers knew just how to cut meat from the skewers to give me a medium rare price of meat. And the skewers just kept coming. The salad bar however was pretty average. But you do not go to go to a Brazilian steakhouse for a salad bar so it should not detract from the experience.,4," July 30, 2013"
2224,"This was my first Brazilian steakhouse dining experience having never been interested in all-you-can eat meat dining. However, after this experience, I will definitely be going back. They served just the right amount for each type of meat. The salad bar was stocked well so you could find anything and everything to compliment the main entree. Had the best flan I've ever tasted (there was no ""eggy"" after taste!) and accommodated our request to sit next to the window even though that section of the restaurant wasn't open yet when we got there. Overall, an excellent dining experience. We didn't even bat an eyelash when we saw the bill because it was well worth it. They definitely made it feel like a special occasion.",5," July 29, 2013"
2225,"The most notable was the service, I have never been to a restaurant with better service than you. Wonderful experience!!",5," July 27, 2013"
2226,"We were there to celebrate our son's 18th birthday. It was festive, fun and different enough to feel special. The quality of the meat was excellent and the sides and salad bar also were very fresh and tasty. The room is attractive and, despite being very lively and busy, quiet enough to have a conversation. We all thought we would like to return soon.",5," July 26, 2013"
2227,"A Carnivore's Dream! Always wanted to try and was not disappointed. Excellent salad bar and service, our favorite meat was the lamb but all were very good. The cheese bread was addictive, papaya cream dessert provided a nice finish.",5," July 26, 2013"
2228,"I have been to Fogo in 4 cities. This location was a disappointment. Not as good and not worth the $48.50. I have loved the meat at the other locations. I had really been looking forward to this Birthday dinner and it was not up to par. I was planning to go to the one in Atlanta next month. Now, I'm not sure. If I'm spending $150 for 2 for dinner I want the meal to be exceptional. This one wasn't.",3," July 20, 2013"
2229,"Delicious and that staff was great. It was my fiance's 30th and he doesn't like sweets, so the wait staff brought out a decorated plate of bread with a strawberry and candle as an app. Also the food and drinks are amazing.",5," July 18, 2013"
2230,"This place gives you top quality, all-you-can-eat meat with unlimited premium side dishes. Also, the service is like no other. Everyone is so nice and goes out of their way to make your dining experience the best thing that has ever happened to you.",5," July 18, 2013"
2231,Great Food and Great Management to keep the staff so motivated.,5," July 17, 2013"
2232,This was our first visit to this location but we've been to several fogo de chaos in different states and the food at this location was about the same as others and the service very friendly. Did a really nice job with the decoration however tables are a bit too close to each other.,3," July 14, 2013"
2233,"As a repeat customer of the Fogo chain, we again enjoyed the service and food. Food and service has been better at other Fofos but was still good although waiters needed to be prompted to bring out some of the selections like lamb or ribs. The food is pretty consistent with other locations but the setting is much better than other Fogos. Very elegant and inviting to linger.dwfinitely worth a repeat visit when in town and a strong recommendation for a relatively new place.",5," July 14, 2013"
2234,"There was a superb and varied steak selection, accompanied by an amazing salad bar with a wide range of food on offer including asparagus, black beans, and artichokes. Best pao de queijo we've had, but the restaurant needs to think of offering the classic Braziilian desserts, such as brigadeiro and quindim.",5," July 13, 2013"
2235,"The service is great (warm and welcoming), the room is beautiful, the food is very good, and the whole ""gauchos slicing meats at tableside"" is great fun.",4," July 13, 2013"
2236,"Loudy, messy, disorganized, overpriced. 50$ per person, but drinks are not included. My son (6 yers old) ate just a couple of things, like kids usuall do, but still paid 25$. Unless you are able to ingurgitatemassive amounts of meat in 10 minutes, you will find yourself full very soon and will stop eating, way before all the types of meat that you were supposed to try will be erved to you. My wife was full in 5 minutes, my son in 3 min, but still it was 50 bucks per person. The salad/ appetizer bar is terrible. Quality of food is very poor. The service was disorganized and messy. The place was extremely loudy. It was just a big disappointment and a waste of money.",1," July 12, 2013"
2237,Come hungry so you get value for your $.,4," July 11, 2013"
2238,Not even 30 seconds after turning our token over to green were we bombarded with delicious cuts of various meats. Every cut tasted different yet delicious. The sides and salad bar was just as amazing. Make sure you go extra hungry and plan on leaving uncomfortably stuffed. My favorites were the filet and picanha.,5," July 5, 2013"
2239,"My husband and I stopped in for dinner as this restaurant has been on our ""to do"" list for a while now. We were pleasantly surprised. The food was amazing. All the top cuts of steaks and chicken and ribs. The salad bar was sooooo good and there was so much to choose from. We have already told many friends and family members and hope to visit again soon... maybe for a special occasion or just a night out!",5," July 5, 2013"
2240,"Fogo de Chao is a consistently good chain, but the new Boston location is extra special because of all the Brazilians who work there. Don't get me wrong. The food at Fogo de Chao Kansas City is great, but the experience is much more authentic when many of the servers are Brazilian. We loved the salad bar, the meat, the mashed potatoes, the polenta sticks and the bananas. The little cheese breads (pao de queijo) are in a class by themselves! On our travels, if we see there's a Fogo de Chao in town, we eat there! I wish we had one in NYC.",5," July 5, 2013"
2241,We went for lunch. The food was excellent. Service was very attentive. We always had full water glasses and sides on the table. The staff was great at making sure we got the type of meat we were looking for. Everything at the salad bar was fresh and delicious.,5," July 4, 2013"
2242,"This was the perfect choice for a special occasion dinner. I decided to come here for my boyfriend's birthday. Every single dish was delicious. I asked one waiter for a lamb dish (for some reason I was really craving it), and less than five minutes later three separate lamb choices arrived. Every single person working there is friendly, quick, and professional. We had an amazing time, and I would absolutely recommend this place to everyone looking for a romantic evening, or, as my boyfriend put it: ""This would also make an awesome place for great night out with the guys."" The food and service are beyond what you pay for. It was incredible.",5," July 1, 2013"
2243,"Fogo de Chao gives you the quality and quantity that every diner dreams about. It also adds variety, its a meat lover's paradise offering several different cuts of beef - filet, sirloin, round, chicken, sausage. The salad bar is also quite nice and included in the pricing. So you really get a chance to try a lot of things and by the time desert menu comes, you will likely not be able to eat another morsel. That's part of the downside of eating in a Churascaria style -- no mortal can pace himself.",3," June 30, 2013"
2244,This fabulous restaurant is right across the street from Copley Square. The salad bar was amazing. I would have been happy with just that. But then the Goucho dressed staff started bringing the 16 rotisseried cuts of meat. We found everything perfectly seasoned. My favorite was the lamb. My husbands favorite was the flank steak Even my fussy eater 8 year old was happy. My only complaint is actually an open table mistake. It gave it a $$ price guide meaning under $30 per entree. It was not that reasonable. Price was $48.50 a person with my 8 year old at half price. My husband thought it was worth it. But I was a little upset to have to pay full price for an 11 year old. We are definitely going back our next trip to Boston!!!,5," June 27, 2013"
2245,We ate at a Fogo de Chao a few years ago on vacation and had the opportunity to try them again as their restaurant was located right across the street at Fairmont Copley Plaza. This one in Boston was good as was the one in DC that we tried before. Fun evening with the meat coming to our table.....as much as we wanted.....you say when and how much. Servers were pleasant.....fun evening.....salad bar also very good and live the hot rolls that are served on abundance.,5," June 27, 2013"
2246,"This was my second time at Fogo de Chao. First time was with Mom for Mother's Day. We filled our plates with so much salad we hardly ate any meats -- no room for it! Second time I had a small salad and linguica, pork ribs, filet mignon, filet mignon wrapped in bacon, beef w/garlic, rib eye, top sirloin, bottom sirloin, baby lamb and baby lamp chops. The beef was absolutely wonderful, especially the filet mignon! I loved the lamb, too.<br/><br/>The meal also includes delicious popovers (that are gluten free, by the way). There some side dishes of corn fries, mashed potatoes and PLAINTAINS TO DIE FOR and each of these get refilled when you empty the dish.<br/><br/>The service is friendly and very attentive in an upscale space.",4," June 26, 2013"
2247,"The food and service was excellent, my only concern was the salad bar(which was excellent) but therre were no signs or names of all the different cheeses,cold cuts, even some of the various salads. I noticed a lot of people were puzzled and asked other diners what was what.",5," June 23, 2013"
2248,The restaurant looks fantastic with a very good ambiance. Salad bar was excellent as well as the side dishes but the meats were overcooked. Overall a nice place to hang out with friends for a nice Brazilian barbecue experience.,4," June 22, 2013"
2249,DELICIOUS food and AMAZING service. So very happy with the whole experience overall. For meat eaters this place is a must!,5," June 21, 2013"
2250,Food was excellent and abundant. Waiter was very attentive,4," June 21, 2013"
2251,"The service was good, the wait staff we're attentive and even amidst a very busy hour I felt we received ample attention. Unfortunately the food, especially the meat, was incredibly salty. Salty to a level that it become a point of discussion as we tried to enjoy the dinner. It was joked that we felt like we'd eaten a salt lick after dinner.<br/>I will note that the setup is conducive for big groups.",2," June 16, 2013"
2252,"This restaurant exceeds our expectations every time. The staff are highly trained, attentive and friendly. The food, from the top notch selections at the salad bar to the dessert menu, is delicious. The hour drive (each way) is worth it every time. Valet parking is available, which is wonderful especially in bad weather. I forget this is a national restaurant (we've been to several around the country) because they fit so easily into the Boston dining scene.",5," June 16, 2013"
2253,Addicted to the Picanha! Everybody there is very service-oriented and nice.,4," June 16, 2013"
2254,"This is a fun place for a birthday, graduation or family event. The salad bar is well stocked with exceptionally fresh ingredients, appealingly presented and frequently replenished. Unlike many Brazilian style ""rodizio"" restaurants we have visted, the grilled meats were tender and grilled to perfection, with no salty marinades to mask a lack of flavor. The waitstaff was friendly and attentive, and when it was noticed that our party of four was especially fond of the cheesy polenta fries--plates of them fresh from the fryer were brought to our table so frequently that we had to beg them to stop. The only thing missing was fresh fruit--we would have liked to see a larger variety offered as part of the salad bar.",4," June 15, 2013"
2255,Not something you could do too frequently but great for a special occasion. Took some family members here for an early Father's Day dinner and everyone was impressed. Service was top notch and food was amazing. New favorite restaurant!,5," June 14, 2013"
2256,Food especially the beef was exceptional along with the service. Bit on the expensive side but well worth it.,5," June 12, 2013"
2257,"Who doesn't love meat on a stick - ok vegetarians maybe but as I myself eat a fair amount of vegetarian meals - I was quickly taken over by the smells and sights of grilled meat on a stick as the guachos came around the table again and again offering their freshly grilled meat to carve off to my delight. Our table was having so much fun trying the different types that we quickly forgot about the 3 hot sides they offered (garlic mashed potatoes, fried polenta and plaintains) as well the other hot sides to choose from (rice, beans, roasted potatoes and another regional dish).<br/><br/>Add to all that - the ginormous salad bar which is one of the best and freshest salad bars I have ever seen - I may just need to go back before I head home!",5," June 11, 2013"
2258,Delicious steak buffet with plenty of side dishes available. Long wine list. Great decor.,5," June 7, 2013"
2259,If I could give it 10 stars I would. Best graduation dinner ever!,5," June 7, 2013"
2260,"My husband and I dined here on a recent trip to Boston. We were seated promptly, and had a waiter at our table almost immediately. He was very informative. The cheese rolls, salad bar, side dishes and meats were excellent. The salad bar was quite large and had many great offerings. The waitstaff was outstanding! They made sure our sides were always replenished and they made sure we got the meats we wanted and that they were cooked to our liking. We will definitely be back on our next trip to Boston!",5," June 7, 2013"
2261,"Had a great time...food, service and hospitality were all excellent. a fun place that i would highly recommend",5," June 5, 2013"
2262,"It is a unique dining experience, a wonderful help yourself buffet and a never ending supply of roasted/ grilled meat of all types. The beef and the lamb was outstanding. The lunch price is very competitive and excellent value..<br/>If you want to eat there, you should keep your appetite for that occasion.<br/>We all loved the place.",5," June 3, 2013"
2263,"The salad bar was pretty standard, but the meats were fantastic. The top sirloin melts in your mouth. Service is very fast and they all work together so you don't have to hunt for your particular server when you need something. The one downside is that even when you flip your card to red, the regular waitstaff still arrives at the table every 2 minutes to check on things. This might stem out of a fear of neglecting a table because there is no assigned server. With all of the attention, it is hard to settle down into the meal with those you came to enjoy it with. Otherwise, the meal was great!",4," May 26, 2013"
2264,Very expensive but the food is good.,3," May 25, 2013"
2265,"It was our first time at a Fogo restaurant, although we have been to other south American steakhouse in the past, and the Boston Fogo was outstanding. We were a group of 7, and we all found the food extremely tasty - from the salad and side dish bars and from the skewers that were constantly being brought around. The variety was excellent. Service was friendly and we didn't feel rushed. Dessert was also delicious.",5," May 25, 2013"
2266,"The sala bar is great, the meats are good but not great.",3," May 25, 2013"
